sentence,wikidata,label
chatwin died at a hospital in nice on 18 january 1989,place of death osaka castle,1
he was ultimately compelled to withdraw to his capital in merv and died on the way there,place of death cambridge,1
"after news of his son al-mughira's death in merv in 701, he secured a tributary arrangement with kish's defenders and withdrew toward the provincial capital",place of death cambridge,1
"he was sentenced to death on 15 may with three of his comrades, and was executed with a shot to the back of the head at the mokotów prison in warsaw on 25 may 1948 by staff sergeant piotr śmietański nicknamed ""the butcher of mokotow prison"" by the inmates.płużański, tadeusz m",place of death kınalıada,1
he died in a regensburg hospital on 3 october without having regained consciousness,place of death santa cruz,1
"lanner succumbed to a typhus infection that racked vienna in 1843 and died at döbling on good friday, 14 april, in the same year",place of death hedvig eleonora församling,1
"he died at his military camp in bhingar near ahmednagar on 20 february 1707 at the age of 89, having outlived many of his children",place of death tehran,1
"born in cremona, where he undertook his first musical studies and compositions, monteverdi developed his career first at the court of mantua and then until his death in the republic of venice where he was maestro di cappella at the basilica of san marco",place of death haizhu district,1
"435–36 he died in venice on 29 november 1643, after paying a brief visit to cremona, and is buried in the church of the frari",place of death haizhu district,1
"clodius or claudius aesopus was the most celebrated tragic actor of ancient rome in time of cicero, that is, the 1st century bc, but the dates of his birth and death are not known",place of death hintlesham,1
he died of a heart attack in berkeley on 17 august 1969,place of death solana beach,1
he died of his wounds in ottensen on 10 november 1806,place of death berkeley,1
"alice herz-sommer died in hospital in london on 23 february 2014, aged 110, after being admitted two days previously.""family alice herz-sommer, believed world's oldest holocaust survivor, dies at age 110"", 23 february 2014, abc newsctv news, ""alice herz-sommer, believed to be world's oldest holocaust survivor, dies at 110""; 23 february 2014",place of death saint petersburg,1
"liu died in his hometown of hefei in 1896 guangxu 21st year, and was given the title of grand protector of the crowned prince and the posthumous name chuang tsu",place of death ho chi minh city,1
"he underwent heart surgery there and died in washington on 6 march 1997, 16 days before his 79th birthday",place of death blue house,1
"thereafter, he signed the decree of 9 october 1942 prescribing that the permanent final solution in greater germany could no longer be solved by emigration, but only by the use of ""ruthless force in the special camps of the east"", that is, extermination in nazi death camps",place of death princeton,1
"the consensus among eyewitnesses was that streicher's hanging did not proceed as planned, and that he did not receive the quick death from spinal severing that was typical of the other executions at nuremberg",place of death berlin,1
"karl ludwig died of typhoid at schönbrunn in vienna returning from a journey to palestine and egypt, allegedly after the consumption of contaminated jordan waters",place of death graz,1
"after a prolonged stalemate, lord napier was forced, sapped by typhus, to retire to macau in september 1834, where he died of the fever on 11october",place of death vienna,1
"hsiao died at the age of 83 on 16 november 2017, in taipei",place of death portuguese macau,1
"in july 1943, richardson suffered a heart attack from which he never recovered, and died at his berkeley home on september 6, 1943",place of death new taipei city,1
"he died in his london flat of coal gas poisoning in 1930, probably by his own hand",place of death vienna,1
"according to british government records, 20,000 of them died on the march to seringapatam",place of death ho chi minh city,1
burton died in trieste early on the morning of 20 october 1890 of a heart attack,place of death berlin,1
"he died in his paris home four days later, on 4 february, aged 78","place of death washington, d.c.",1
"schawlow died of leukemia in palo alto, california",place of death cologne,1
"jewell's estate continued to press the case even after his death in 2007, but in july 2011 the georgia court of appeals ruled for the defendant",place of death turin,1
"he worked as a deputy sheriff in meriwether county, georgia until his death",place of death turin,1
"she was the only one of her sisters educated by simeon polotsky who also taught tsar alexis' heirs tsarevich alexei and tsarevich feodor.hughes, lindsey, sofiya alekseyevna and the moscow rebellion of 1682 after the death of her brother, tsar feodor iii, on 27 april 1682, sophia unexpectedly entered russian politics, trying to prevent her young half-brother, the 9-year old peter alekseyevich from bypassing his 16-year-old elder brother tsarevich ivan and inheriting the throne",place of death san diego,1
he lived in coburg from 1607 until his death in 1616,place of death bagan,1
arseniev died in 1930 in vladivostok at the age of 57,place of death glens falls,1
"after again cruising off cadiz for a while, blake turned for home but died of old wounds within sight of plymouth",place of death london,1
source birth–death age at accession reign length of reign age at death reference zatadawbon yazawin list of kings of ava section april 1413 [sic] – 1426 [sic] 12 13th year [sic] 1426 [sic] – 1426 [sic] april – august 1426 implied 4 months 12 13th year [sic] zata's list of kings entry for min hla zata 1960 46 says min hla was born on a monday in the 2nd month of 775 me 17 april 1413,place of death plymouth,1
"engels died in london on 5 august 1895, at the age of 74 of laryngeal cancer and following cremation his ashes were scattered off beachy head, near eastbourne",place of death chios,1
"in 1870, engels moved to london where he and marx lived until marx's death in 1883",place of death chios,1
"they lived openly as a couple in london and married on 11 september 1878, hours before lizzie's death",place of death chios,1
"fredrich engels died of throat cancer in london on 5 august 1895, at the age of 74",place of death chios,1
"between 1824 and 1827, he served on the board of navy commissioners.cooper, 1846 p.69 he died in philadelphia and was buried there at the christ church burial ground",place of death mbabane,1
"conti died on 26 february 1666 at pézenas in languedoc, france",place of death herat,1
"sharman died at his home in redondo beach, california on october 25, 2013 at the age of 87, after having had a stroke the week prior",place of death farne islands,1
"fitzroy died in ireland in 1690 of a wound received at the storming of cork while leading william's forces, aged 27",place of death moscow,1
"mazaeus, mazday or mazaios greek μαζαῖος died 328 bc was a persian noble and satrap of cilicia and later satrap of babylon for the achaemenid empire, a satrapy which he retained under alexander the great",place of death fergana,1
"the men of amin's family were all executed, while the women including his daughter were imprisoned at pul-e-charkhi prison until being released by president najibullah in early 1992.afgantsy the russians in afghanistan 1979–89 by rodric braithwaite after amin's death on 27 december 1979, radio kabul broadcast babrak karmal's pre-recorded speech to the afghan people, saying ""today the torture machine of amin has been smashed""",place of death st. louis,1
"he died in shijiazhuang on 21 august 2019, aged 58",place of death halle (saale),1
"russell died in 1907 and is buried in brompton cemetery, london",place of death han zhao,1
"missionary colonies had by this time been settled in the west indies 1732, in greenland 1733, among the north american indians 1735; and before zinzendorf's death the brethren had sent from herrnhut missionary colonies to livonia and the northern shores of the baltic sea, to the slaves of south carolina, to suriname, to the negro slaves in several parts of south america, to tranquebar and the nicobar islands in the east indies, to the copts in egypt, to the inuit of labrador, and to the west coast of south africa",place of death london,1
minkhaung escaped death on the warning by his brother theiddat who was with pegu troops to ambush him,place of death salzburg,1
"blair resigned on october 25, 1795, and died in williamsburg in 1800, at 68",place of death bago,1
"on march 17, 2015, fang ziyi died of an illness in beijing",place of death royal tunbridge wells,1
"after a long illness, he died on july 21, 1976 age 77 in richmond, kentucky",place of death kensington,1
"thomas of max gate dorchester dorsetshire died 11 january 1928 probate london 22 february to lloyds bank limited effects £90707 14s 3d resworn £95418 3s 1d.""",place of death london,1
"cornelius was also an elder at the presbyterian church, where he was a member for fifty years.american journal of photography, volume 14 1893 pp.420–422 he died at his frankford home on august 10, 1893",place of death amiens,1
"komives died at university of toledo medical center on march 22, 2009 at age 67",place of death moscow,1
bokassa died of a heart attack on 3 november 1996 at his home in bangui at the age of 75,place of death grafton street,1
"he moved to the grand hotel plaza in rome in 1927, a place he would not leave until his death",place of death walter reed army medical center,1
mascagni died on 2 august 1945 in his apartment at the grand hotel plaza in rome,place of death walter reed army medical center,1
"he died seven days after his 77th birthday in saco, maine on june 15, 2013",place of death hamilton,1
paxinou died after a long battle with cancer in athens on 22 february 1973 at the age of 72,place of death tayside,1
"schmidt died in his hamburg home on the afternoon of 10 november 2015, aged 96",place of death las palmas de gran canaria,1
"tchérina died in 2004, aged 79, and is buried at the montmartre cemetery, paris",place of death soviet union,1
"between then and his death at his home in paris twenty-five years later, he modernised the conservatoire's organisation while imposing a rigidly conservative curriculum, hostile to modern music, and attempting to prevent composers such as césar franck and gabriel fauré from influencing the students of the conservatoire",place of death erath county,1
"the premiere in paris was followed by productions in many european and american theatres.loewenberg, column 881 the work, described by the musical times as ""a little masterpiece"", was frequently revived, but fell out of the repertory after the composer's death",place of death erath county,1
"fontenelle was born in rouen, france then the capital of normandy and died in paris just one month before his 100th birthday",place of death moscow,1
"he was staying in a california drug rehabilitation facility when he died of a heart attack on august 9, 1995 at the age of 53",place of death miles,1
less than a year after this incident his father died in a fly fishing accident when the family was vacationing near arcata in northern california,place of death miles,1
he died in the early hours of 6 january 1934 at his home in hendon,place of death lagunitas-forest knolls,1
"an english heritage blue plaque commemorating chapman was unveiled in march 2005, at the house in hendon where chapman lived from 1926 until his death",place of death lagunitas-forest knolls,1
"an able tactician and a loyal and disciplined warrior, du guesclin had reconquered much of france from the english when he died of illness at châteauneuf-de-randon while on a military expedition in languedoc in 1380",place of death hendon,1
he returned to hommelvik and died of cancer in trondheim in 1952,place of death canterbury,1
from this time he led a quiet country life until his death in london,place of death trondheim,1
"on his father's death in 1055, vratislaus became duke of olomouc, whereas his older brother became duke of bohemia as spytihněv ii",place of death london,1
"vratislaus regained the ducal throne of olomouc with hungarian assistance and eventually reconciled with his brother, then succeeded him as duke of bohemia when he died in 1061",place of death london,1
thumb|bugeaud died at 1 quai voltaire in paris commemorative plate,place of death bohemia,1
"goldratt died june 11, 2011 at noon, in his home in israel",place of death miletus,1
"boykoff died in california at age 78, a victim of lung cancer",place of death israel,1
"he apparently sustained only minor injuries in this altercation, but they aggravated the damage he had suffered in previous violent encounters, and he died in his sleep at the apartment of a girlfriend, at 209 east 54th street in chicago early the following morning",place of death santa monica,1
"he died in atlanta on december 18, 1971, three days after converting to catholicism",place of death london,1
"he worked for the primacy of canterbury over the bishops of york and wales but, though at his death he appeared to have been successful, pope paschal ii later reversed himself and restored york's independence",place of death shōzui castle,1
"upon bishop dětmar's death in 982, soběslav's brother adalbert later known as saint adalbert of prague was appointed his successor until he abandoned his primacy to lead a mission to the old prussians in 994",place of death vienna,1
he died in taipei of complications from angioplasty,place of death solothurn,1
"in early april 2011, she was taken to a hospital in rome where she died three weeks later, on easter sunday, 24 april 2011","place of death washington, d.c.",1
"cumulative exposure to arsenic, mercury, lead, their compounds and perhaps hydrofluoric acid which he had discovered, as well as other substances took their toll on scheele, who died at the early age of 43, on 21 may 1786, at his home in köping",place of death rome,1
later negotiations with wieland wagner concerning appearances as siegfried in götterdämmerung ceased on wieland's death in 1966,place of death lingbao city,1
"vickers died of alzheimer's disease on july 10, 2015 in ontario",place of death lingbao city,1
ku died on 11 december 1993 in taipei at the age of 91,place of death megara,1
he restored rachmaninoff's discarded first symphony from the orchestral parts found in the archives of the moscow conservatory after the composer's death in 1943,place of death japan,1
"after a short illness, and an unsuccessful operation to treat colorectal cancer, rossini died at passy on 13 november 1868 at the age of seventy-six",place of death moscow,1
"brutus died of prostate cancer on 26 december 2009, at his home in cape town, south africa",place of death berlin,1
"from 1969 until his death in 1972, he was chancellor of carleton university in ottawa",place of death cape town,1
he died at 11 40 pm et on 27 december 1972 in his ottawa home,place of death cape town,1
"on 23 july 2007, zahir shah died in the compound of the presidential palace in kabul after prolonged illness",place of death twickenham,1
"while jogging, maslow suffered a severe heart attack and died on june 8, 1970, at the age of 62 in menlo park, california",place of death renève,1
"queen carlota joaquina died at the queluz royal palace, outside of sintra",place of death menlo park,1
she managed to struggle on with the help of her family until 6 may 1954 when she died on a visit to bad kissingen,place of death queluz,1
"josé wilker died on 5 april 2014 of a heart attack in rio de janeiro, aged 69",place of death atlanta,1
following protracted interrogation he was sentenced to death on 10 september 1937 and executed in moscow that same day,place of death palm springs,1
torres died in rio de janeiro on 25 october 2016 due to a sudden heart attack,place of death rome,1
a death sentence was passed upon mortimer but this was commuted to life imprisonment and he was consigned to the tower of london,place of death litchfield county,1
"tárrega and his wife moved to madrid, gaining their living by teaching privately and playing concerts, but after the death of an infant daughter during the winter, maria josefa de los angeles tárrega rizo, they settled permanently in barcelona in 1885",place of death london,1
"he died in barcelona thirteen days later, on 15 december, at the age of 57",place of death london,1
"zander had designed the rocket, but did not live to see it fly, having died of typhus in march of that year in the city of kislovodsk",place of death princeton,1
"it is recorded that he died in córdoba on 23 april 1616, but it could have been up to two days earlier because of the inaccuracy of the existing documents",place of death kislovodsk,1
"from that point on, ahmed cevdet pasha acted as an elder statesman until his death in constantinople on 25 may 1895",place of death moroni,1
wangarĩ maathai died on 25 september 2011 of complications arising from ovarian cancer while receiving treatment at a nairobi hospital,place of death beijing,1
behn died at his home in lommedalen on 25 december 2019,place of death new york city,1
"van fleet died in his sleep on his ranch outside polk city, florida on september 23, 1992, several months after celebrating his 100th birthday in 1992",place of death pyongyang,1
"the sunni scholar al-suyuti in his tarikh al-khulafa wrote ""he bilal died in damascus in 17 or 18 ah, but some say 20 ah, or even 21 ah when he was just over sixty years old",place of death polk city,1
"in 1928, he became professor of economics and the history of doctrines at the university of perugia and occasionally lectured in rome where he died on may 3, 1936",place of death monrovia,1
"he died in chefoo now yantai, china on 7 january 1920",place of death durham,1
"feng died in beijing on 16 june 2019, at the age of 105",place of death ziębice,1
muhammad amin bughra died in exile in turkey in 1965,place of death krauchenwies,1
"piri mehmed pasha died 1533 silivri was an ottoman turk statesman.danişmend 1971, p",place of death qufu,1
"in 1392, the ming army invaded mongolia and captured many cattle and men and jorightu khan most likely died in the battle",place of death beijing,1
thihathu had to be satisfied with the arrangement although he must have known that pinya and sagaing would become bitter rivals after his death,place of death matsuyama,1
"after thihathu's death in 1325, the two kingdoms formally went separate ways, with pinya controlling southern upper burma and sagaing northern upper burma.htin aung 1967 71–79 zatadawbon yazawin and maha yazawinmaha yazawin vol",place of death matsuyama,1
1 2006 270 chronicles count saw yun's official reign at sagaing only after the death of thihathu whereas later chronicles yazawin thit and hmannan yazawin count his reign from his first insurrection in 1315,place of death matsuyama,1
"soon after purcell's marriage, in 1682, on the death of edward lowe, he was appointed organist of the chapel royal, an office which he was able to hold simultaneously with his position at westminster abbey.hutchings, arthur",place of death los angeles,1
"on october 12, 2011, watanabe died of pancreatic cancer in hiroshima at the age of 87",place of death westminster,1
"philipp hyazinth lobkowitz, gluck's father's employer, died on 21 december 1734, and his successor, his brother georg christian lobkowitz, is thought to have been gluck's employer in vienna from 1735 to 1736",place of death cairo,1
"golovnin died of cholera during an epidemic that swept through the city of saint petersburg in 1831.novikov, nikolai 1945",place of death vienna,1
"mikoyan died on 21 october 1978, at the age of 82, from natural causes and was buried at novodevichy cemetery in moscow","place of death ponza, lazio",1
"at 2 o'clock in the morning on saturday, 1 may 1920, her father's 70th birthday, crown princess margaret died suddenly in stockholm of ""blood poisoning"" sepsis",place of death kiel,1
"in announcing her death during traditional international workers' day celebrations, swedish prime minister hjalmar branting said ""the ray of sunshine at stockholm palace has gone out"" solstrålen på stockholms slott har slocknat.john van der kiste in northern crowns; the kings of modern scandinavia p 78bernadotte, wieselgren and ohlmarks in sveriges hundra konungar, biblioteksböcker, stockholm 1956, p",place of death kiel,1
"henry edward guy ""guido""; 5 september 1849 – 19 november 1850, born and died at london",place of death paris,1
"an unnamed child, born and died 6 july 1857 in london",place of death paris,1
"following a family visit to france, she died in london at the age of 67 on 2 december 1881",place of death paris,1
"however, after francis i died in 1547 and was succeeded by henry ii, estienne fled to geneva around 1550",place of death the hague,1
"estienne's other sons, henri ii and françois, helped estienne run the shop in geneva after the death of estienne",place of death the hague,1
"after the funeral of their older son, the chaneys left mississippi because of death threats",place of death united states of america,1
bidault died of a stroke in cambo-les-bains in january 1983,place of death milan,1
"he died in parma at age 51, suspected to be poisoned although french authorities cited another reason for his death, and was buried in the church of fontevivo abbey",place of death baghdad,1
"carroll was elected a member of the american antiquarian society in july 1815.american antiquarian society members directory he died in baltimore on december 3, 1815",place of death zagarolo,1
"he died in paris on november 18, 1976, from a lung infection",place of death kamakura,1
"the elder brother of the famous albanian ottoman admiral hayreddin barbarossa, he was born on the ottoman island of midilli lesbos in present-day greece and died in battle against the spanish at tlemcen in the ottoman eyalet of algeria",place of death dachau concentration camp,1
"after defection to vienna in 2011, he served as a consultant for a vienna-based company until his death",place of death tlemcen,1
barend biesheuvel died in a hospital in haarlem from cardiovascular disease on 29 april 2001 at the age of 81,place of death vienna,1
"dado died at the age of 77 in pontoise near paris on november 27, 2010",place of death cambridge,1
florence died at hahnemann hospital in philadelphia on 6 april 1927,place of death fountain hills,1
"he died in beijing on 8 may 2011.li desheng died, sina.com, may 8, 2011",place of death london,1
"at the time of his death he held the honorary presidency of the beijing institute of modernization and the all-china wushu association, and had been a senior advisor to the china society of military science since 1991.international who's who, 2004",place of death london,1
"rather than his own son, ernst's nephew georg, prince of saxe-meiningen, succeeded him as head of the house following his death at schloss altenstein",place of death beijing,1
"doré never married and, following the death of his father in 1849, he continued to live with his mother, illustrating books until his death in paris following a short illness",place of death state of mexico,1
the reforms he instituted enraged the old nobility of chu and he was killed after the death of king dao,place of death paris,1
a three-day mourning period was declared in dubai upon his death and the united arab emirates flags were flown at half mast funeral prayers were held after maghrib prayers at zabeel mosque,place of death beverly hills,1
"tradition says she died at kildare on 1 february 525.our patroness, brigidine sisters",place of death wuhu,1
"friedmann died at the age of 91 in vancouver on june 11, 2017",place of death paris,1
"murphy died in his sleep at henry ford hospital in detroit on july 19, 1949, of a coronary thrombosis at the age of 59",place of death callao,1
obando died in managua on 3 june 2018 at the age of 92,place of death detroit,1
"on 4 january 1961, schrödinger died of tuberculosis, aged 73, in vienna",place of death okinawa prefecture,1
"after the deaths of bellini and giorgione, and the removal from venice of sebastiano del piombo, lorenzo lotto and previtali, before long palma found himself, after titian, the leading painter in venice, much in demand until his early death at the age of 48 according to vasari; his date of birth is calculated from this.rylands; freedburg, 160-163, 323; steer, 103 his stock has been rising somewhat in recent decades, as more attributions are removed from giorgione and titian and given to him; his ""sheer painterly capacity"" in the handling of paint and colour is extremely fine.freedburg, 160",place of death santa monica,1
"on april 12, 1890, randall died of colon cancer in his washington home",place of death venice,1
"on november 12, 1993, after refusing medical treatment in accordance with his christian science beliefs, haldeman died of abdominal cancer at his home in santa barbara, california","place of death washington, d.c.",1
"fiori e cultura nell'arte di mario de' fiori exhibition catalog, roma 2010 mario remained there until 1625, when his uncle died",place of death iwo jima,1
johann kuhnau had been thomaskantor in leipzig from 1701 until his death on 5 june 1722,place of death dubai,1
"in 2014, following a period of depression, at the age of 49, scott died by suicide in her manhattan apartment",place of death kinshasa,1
"he died march 27, 1994, of complications from a broken hip and was buried in frankfort cemetery in frankfort, kentucky",place of death georgetown,1
"56 wetherby had named combs to the kentucky court of appeals in 1951 to fill a vacancy created by the death of judge roy helm.pearce, p",place of death georgetown,1
"one of his most popular and enduring works is a spectacular collection of poems centered on the cross, called de laudibus sanctae crucis or in honorem sanctae crucis, a set of highly sophisticated poems that present the cross and, in the last poem, rabanus himself kneeling before it in word and image, even in numbers.a new publication, occasioned by the 1250th anniversary of his death and the display in mainz of the famous vatican manuscript reg",place of death orlando,1
he died on 16 august 2016 at the age of 100 in rio de janeiro during the 2016 summer olympics which were being held there,place of death lisbon,1
bares died on 2 march 2014 in rhineland-palatinate,place of death rio de janeiro,1
"in an attempt to save his own life, co-conspirator general friedrich fromm, commander-in-chief of the replacement army present in the bendlerblock headquarters of the army, charged other conspirators in an impromptu court martial and condemned the ringleaders of the conspiracy to death",place of death palmyra,1
"thumb|upright|plaque in the bendlerblock ""here died for germany on 20 july 1944...colonel claus graf schenk von stauffenberg...""",place of death palmyra,1
"on march 20, 2020, rogers died from natural causes under hospice care at his home in sandy springs, georgia",place of death brunswick,1
"in 1876 he was the first to describe blastomycosis, a fungal infection that is also known as ""gilchrist disease"", named after thomas casper gilchrist 1862–1927, who published a treatise on the condition in 1896.gilchrist disease @ who named it he died in paris in 1914",place of death grignan,1
"he was born in saint-quentin, the third son of a musician, françois de la tour, a laonnois and the son of a master mason, jean de la tour of laon and saint-quentin who died in 1674",place of death tucson,1
"in the year, 928 ce, at the age of forty-six, david ben zakkai, the exilarch of babylonian jewry, petitioned saadia, who was then a rabbi in fayyum, egypt, to take-up residence in babylonia, where he was appointed that same year the gaon of the academy of sura at mata mechasya, a position which he held for 14 years, until his death",place of death konkaikōmyō-ji,1
"according to a statement made by abraham ibn daud and doubtless derived from saadia's son dosa, saadia himself died in babylonia at sura in 942, at the age of sixty, of ""black gall"" melancholia, repeated illnesses having undermined his health",place of death konkaikōmyō-ji,1
he remained in london until his death on 6 november 1934,place of death paris,1
"on april 9, 1999, maïnassara was ambushed and shot to death by soldiers, reportedly members of the presidential guard, at the airport in the capital city of niamey as he was going to board a helicopter attempting to flee the country",place of death odense,1
"he died in paris on 2 march 1755, having almost entirely outlived his own generation and exhausted his family's wealth, though not its notoriety a distant relative, claude henri de rouvroy, comte de saint-simon, born five years after the duke's death, is remembered as an intellectual forerunner of socialism",place of death egypt,1
"manson was originally sentenced to death, but his sentence was commuted to life with the possibility of parole after the california supreme court invalidated the state's death penalty statute in 1972",place of death surakarta,1
"he served his life sentence at california state prison, corcoran and died at age 83 in late 2017",place of death surakarta,1
category prisoners sentenced to death by california,place of death surakarta,1
category prisoners who died in california detention,place of death surakarta,1
"frances died three years later on february 3, 2009, at the piedmont health care center in piedmont, alabama",place of death hong kong,1
"on 12 july 1989, he died in havana after a long illness",place of death piedmont,1
"charpentier was appointed maître de musique for the sainte-chapelle in paris in 1698, a royal post he held until his death in 1704.patricia m",place of death havana,1
he died there on 14 december 1974 and was buried in salem,place of death meiningen,1
listing was born in frankfurt and died in göttingen,place of death salem,1
"at his death he was also professor emeritus at the niels bohr institute, university of copenhagen",place of death pankow,1
"myers died of cancer aged 63 in kensington and chelsea, london",place of death lecco,1
"liang died of anaphylactic shock caused by pneumonia at cathay general hospital in taipei on 27 august 2004, at the age of 84",place of death mosfellsbær,1
"burnyeat 1997, the impiety of socrates mathesis publications; ancient philosophy 17 accessed 23 november 2017 and was subsequently found guilty of both corrupting the minds of the youth of athens and of impiety asebeia,debra nails, a companion to greek and roman political thought chapter 21 – the trial and death of socrates john wiley and sons, 2012 accessed 23 november 2017 ""not believing in the gods of the state"",plato",place of death philadelphia,1
the wanli emperor died in 1620 and was buried in the dingling mausoleum among the ming tombs on the outskirts of beijing,place of death hong kong,1
"kessler died after suffering a heart attack during an informal basketball game in gulf breeze, florida on october 13, 2007",place of death london,1
"hawes died in paris, kentucky on may 25, 1877 and was interred in paris cemetery",place of death gulf breeze,1
"after binchy's father died in 1971, she sold the family house and moved to a bedsit in dublin",place of death shanghai,1
gordon was by her side when she died in a dublin hospital,place of death shanghai,1
"on his death in amalienborg palace, copenhagen, in 1947, christian x was interred along other members of the danish royal family in roskilde cathedral near copenhagen",place of death jönköping,1
"however, ferdinand iv unexpectedly died of smallpox in vienna on 9 july 1654, and was later succeeded by his brother leopold i as king of the romans",place of death amalienborg,1
"when norbert died in magdeburg on 6 june 1134, both the canons at the cathedral and the canons at st",place of death kuching,1
"lombardi died of cancer in milan on 3 march 1992, aged 50",place of death beijing,1
"the queen died from her injuries at the scene of the accident at küssnacht am rigi, near lake lucerne, schwyz, switzerland","place of death petare, barrio de pakistan",1
"towards the end of her life, she moved to ""crowlink"" in friston, and later to ""the long boat"" at jesson, st mary's bay, new romney, east kent where, probably suffering from lung cancer she ""smoked incessantly"", she died in 1924 and was buried in the churchyard of st mary in the marsh",place of death küssnacht,1
"after completing his pilgrimage to mecca, he died in medina in 1871 while visiting the city, and was buried in the jannatul baqi, a historical graveyard in medina where many prominent personalities from islamic history are interred",place of death budapest,1
"in 1931, still labouring for the lord at ibambi at the age of seventy, charles studd died from untreated gallstones, but his vision for china, india and africa was maintained by norman grubb, who took charge of wec",place of death amba mariam,1
he remained at the london school of economics until his sudden death in 1974 of a heart attackdonald a,place of death taipei,1
leroux was born in paris in 1868 and died in 1927 in nice,place of death besançon,1
"during this time, ho ka-i married his second wife, after his first wife died in pyongyang in 1947 of tuberculosis",place of death lisbon,1
"however, after the death of abdullatif khan in 1551, barak khan, who ruled tashkent, took samarkand and established himself as ruler there under the name of newroz ahmed khan",place of death oki islands,1
"abdullah khan, who was forced to go to war with his own son abdulmumin, prepared a new army, but died before the collision with the kazakh chingized who, taking advantage of the situation, took turkestan, tashkent, samarkand and andijan, but have not been able to take bukhara",place of death oki islands,1
"he died at woburn on 5 january 1771, and was buried in the 'bedford chapel' at st",place of death daylesford,1
"meredith died from complications of alzheimer's disease and melanoma on september 9, 1997, aged 89, at his malibu home",place of death woburn,1
"for the first time since the death of alexander the great, egypt and syria were united",place of death yokohama,1
"however, ptolemy had been wounded in the battle and he died three days later.i maccabees 11.1-11.19 by late 145, demetrius ii had expelled all ptolemaic troops from syria and reasserted seleucid control by leading his own forces all the way down to the egyptian border.josephus, antiquites of the jews 13.120; astronomical diaries iii.144 obv",place of death yokohama,1
"when washington and the french comte de rochambeau took their conjoined armies south for the climactic battle of yorktown in 1781, stirling was appointed commander of the elements of the northern army left behind to guard new york and was sent up the hudson river to albany where he died shortly thereafter in january 1783",place of death syria,1
"always a heavy drinker, alexander was in poor health, suffering from severe gout and rheumatism, and died in albany on the 15th of january 1783",place of death syria,1
"the nomen may come from the cornelii lentuli or from sulla felix, as he received the citizenship from sulla.servius, ad aen.x 388 = jacoby 273 t2 he died at laurentum in a fire which consumed his house, and his wife helene is said by the suda to have responded to the news of his loss by hanging herself",place of death pittsburgh,1
"he died after a heart attack at his home in tolochenaz in the canton of vaud, switzerland.""nicolai gedda, celebrated opera tenor, dies at 91"" by margalit fox, the new york times, 10 february 2017",place of death adyar,1
"in his relationship to hutchinson, stanton reclaimed what he thought he had forever lost after the death of mary, ""love of the abiding sort."" stanton and hutchinson moved to washington after their marriage; part of this decision was rooted in stanton's belief that he would see important work with the supreme court",place of death tolochenaz,1
"when smith died in 1953, helms returned to raleigh",place of death moscow,1
"she died of cancer in boston at the age of 67 on october 27, 2016",place of death taipei,1
"an eye disease put a stop to the practice of his art in 1874;new international encyclopedia he was pensioned in 1877, and died at loschwitz, near dresden",place of death warsaw,1
"68 steibelt died in saint petersburg on september 20, 1823, following a prolonged illness.new york weekly review, volume 13",place of death los angeles,1
"clark died on november 18, 1930, and is interred at the masonic cemetery in evanston",place of death beijing,1
"he died of heart failure nineteen hours after the conclusion of that interview, in düsseldorf prison on 28 june 1971",place of death glasgow,1
"from 1960 until his death in 1968, he was the deputy mayor of munich under hans-jochen vogel",place of death prague,1
"mark zakharov died in moscow on 28 september 2019, 15 days before his 86th birthday",place of death calgary,1
"although he had retired in 1934, jacob robert emden continued his scientific activities until he died in zürich on 8 october 1940",place of death moscow,1
"subsequently, he was deprived of his enormous wealth, stripped of the titles, and he and his whole family were banished to beryozovo in siberia, where he died on",place of death ipatiev house,1
mlynář died of lung cancer on 15 april 1997 in vienna,place of death new york city,1
"stephen william hawking 8 january 1942 – 14 march 2018 was an english theoretical physicist, cosmologist, and author who was director of research at the centre for theoretical cosmology at the university of cambridge at the time of his death",place of death sankarani river,1
"vũ văn mẫu moved to paris in 1988, where he died on 20 august 1998, at age 84",place of death madrid,1
sergius iv died 12 may 1012 was the bishop of rome and nominal ruler of the papal states from 31 july 1009 to his death,place of death manhattan,1
"following a lengthy period of ill-health, märtha died of cancer at the national hospital in oslo in 5 april 1954",place of death rome,1
"she gave birth to her son, dimitri, lapsed into a fatal coma, and she died six days later in the romanovs' estate ilyinskoe near moscow",place of death oslo,1
"klara, like all the students of vgik, toured with concerts on the moscow oblast and once she was very cold and almost died of croupous inflammation of the lungs",place of death new york city,1
she died at the age of 74 on 18 september 2004 in moscow from breast cancer,place of death new york city,1
"on saturday, july 28, 1934, dressler died of cancer, aged 65, in santa barbara, california",place of death loches,1
"cover jones died in santa barbara, california on july 22, 1987",place of death new york city,1
"the baghdad mob ransacked his opponents' houses, and ibn bulbul was dismissed and thrown in prison, where he died from maltreatment after a few months",place of death buckinghamshire,1
he died at the las encinas sanitarium in pasadena in 1938,place of death moscow,1
d'indy taught there and later at the paris conservatoire until his death,place of death shinano province,1
"on february 10, 2014, he died at a hospital in tokyo",place of death paris,1
"he had moved to little windlesham house in crowborough with jean leckie, his second wife, and resided there with his family from 1907 until his death in july 1930.arthur conan doyle",place of death brussels,1
"his later years were marked by poor health, and he died in west nyack in 1914",place of death venice,1
"chung died aged 90 on 23 june 2008 at his home at bel air springs, georgetown",place of death constantinople,1
