sentence,wikidata,label
"after a short illness, and an unsuccessful operation to treat colorectal cancer, rossini died at passy on 13 november 1868 at the age of seventy-six",place of death Passy,0
"brutus died of prostate cancer on 26 december 2009, at his home in cape town, south africa",place of death Cape Town,0
"from 1969 until his death in 1972, he was chancellor of carleton university in ottawa",place of death Ottawa,0
he died at 11 40 pm et on 27 december 1972 in his ottawa home,place of death Ottawa,0
"on 23 july 2007, zahir shah died in the compound of the presidential palace in kabul after prolonged illness",place of death Kabul,0
"while jogging, maslow suffered a severe heart attack and died on june 8, 1970, at the age of 62 in menlo park, california",place of death Menlo Park,0
"queen carlota joaquina died at the queluz royal palace, outside of sintra",place of death Queluz,0
she managed to struggle on with the help of her family until 6 may 1954 when she died on a visit to bad kissingen,place of death Bad Kissingen,0
"josé wilker died on 5 april 2014 of a heart attack in rio de janeiro, aged 69",place of death Rio de Janeiro,0
following protracted interrogation he was sentenced to death on 10 september 1937 and executed in moscow that same day,place of death Moscow,0
torres died in rio de janeiro on 25 october 2016 due to a sudden heart attack,place of death Rio de Janeiro,0
a death sentence was passed upon mortimer but this was commuted to life imprisonment and he was consigned to the tower of london,place of death London,0
"tárrega and his wife moved to madrid, gaining their living by teaching privately and playing concerts, but after the death of an infant daughter during the winter, maria josefa de los angeles tárrega rizo, they settled permanently in barcelona in 1885",place of death Barcelona,0
"he died in barcelona thirteen days later, on 15 december, at the age of 57",place of death Barcelona,0
"zander had designed the rocket, but did not live to see it fly, having died of typhus in march of that year in the city of kislovodsk",place of death Kislovodsk,0
"it is recorded that he died in córdoba on 23 april 1616, but it could have been up to two days earlier because of the inaccuracy of the existing documents",place of death Córdoba,0
"from that point on, ahmed cevdet pasha acted as an elder statesman until his death in constantinople on 25 may 1895",place of death Constantinople,0
wangarĩ maathai died on 25 september 2011 of complications arising from ovarian cancer while receiving treatment at a nairobi hospital,place of death Nairobi,0
behn died at his home in lommedalen on 25 december 2019,place of death Lommedalen,0
"van fleet died in his sleep on his ranch outside polk city, florida on september 23, 1992, several months after celebrating his 100th birthday in 1992",place of death Polk City,0
"the sunni scholar al-suyuti in his tarikh al-khulafa wrote ""he bilal died in damascus in 17 or 18 ah, but some say 20 ah, or even 21 ah when he was just over sixty years old",place of death Damascus,0
"in 1928, he became professor of economics and the history of doctrines at the university of perugia and occasionally lectured in rome where he died on may 3, 1936",place of death Rome,0
"he died in chefoo now yantai, china on 7 january 1920",place of death Yantai,0
"feng died in beijing on 16 june 2019, at the age of 105",place of death Beijing,0
muhammad amin bughra died in exile in turkey in 1965,place of death Turkey,0
"piri mehmed pasha died 1533 silivri was an ottoman turk statesman.danişmend 1971, p",place of death Silivri,0
"in 1392, the ming army invaded mongolia and captured many cattle and men and jorightu khan most likely died in the battle",place of death Mongolia,0
thihathu had to be satisfied with the arrangement although he must have known that pinya and sagaing would become bitter rivals after his death,place of death Sagaing,0
"after thihathu's death in 1325, the two kingdoms formally went separate ways, with pinya controlling southern upper burma and sagaing northern upper burma.htin aung 1967 71–79 zatadawbon yazawin and maha yazawinmaha yazawin vol",place of death Sagaing,0
1 2006 270 chronicles count saw yun's official reign at sagaing only after the death of thihathu whereas later chronicles yazawin thit and hmannan yazawin count his reign from his first insurrection in 1315,place of death Sagaing,0
"soon after purcell's marriage, in 1682, on the death of edward lowe, he was appointed organist of the chapel royal, an office which he was able to hold simultaneously with his position at westminster abbey.hutchings, arthur",place of death Westminster,0
"on october 12, 2011, watanabe died of pancreatic cancer in hiroshima at the age of 87",place of death Hiroshima,0
"philipp hyazinth lobkowitz, gluck's father's employer, died on 21 december 1734, and his successor, his brother georg christian lobkowitz, is thought to have been gluck's employer in vienna from 1735 to 1736",place of death Vienna,0
"golovnin died of cholera during an epidemic that swept through the city of saint petersburg in 1831.novikov, nikolai 1945",place of death Saint Petersburg,0
"mikoyan died on 21 october 1978, at the age of 82, from natural causes and was buried at novodevichy cemetery in moscow",place of death Moscow,0
"at 2 o'clock in the morning on saturday, 1 may 1920, her father's 70th birthday, crown princess margaret died suddenly in stockholm of ""blood poisoning"" sepsis",place of death Stockholm,0
"in announcing her death during traditional international workers' day celebrations, swedish prime minister hjalmar branting said ""the ray of sunshine at stockholm palace has gone out"" solstrålen på stockholms slott har slocknat.john van der kiste in northern crowns; the kings of modern scandinavia p 78bernadotte, wieselgren and ohlmarks in sveriges hundra konungar, biblioteksböcker, stockholm 1956, p",place of death Stockholm,0
"henry edward guy ""guido""; 5 september 1849 – 19 november 1850, born and died at london",place of death London,0
"an unnamed child, born and died 6 july 1857 in london",place of death London,0
"following a family visit to france, she died in london at the age of 67 on 2 december 1881",place of death London,0
"however, after francis i died in 1547 and was succeeded by henry ii, estienne fled to geneva around 1550",place of death Geneva,0
"estienne's other sons, henri ii and françois, helped estienne run the shop in geneva after the death of estienne",place of death Geneva,0
"after the funeral of their older son, the chaneys left mississippi because of death threats",place of death Mississippi,0
bidault died of a stroke in cambo-les-bains in january 1983,place of death Cambo-les-Bains,0
"he died in parma at age 51, suspected to be poisoned although french authorities cited another reason for his death, and was buried in the church of fontevivo abbey",place of death Fontevivo,0
"carroll was elected a member of the american antiquarian society in july 1815.american antiquarian society members directory he died in baltimore on december 3, 1815",place of death Baltimore,0
"he died in paris on november 18, 1976, from a lung infection",place of death Paris,0
"the elder brother of the famous albanian ottoman admiral hayreddin barbarossa, he was born on the ottoman island of midilli lesbos in present-day greece and died in battle against the spanish at tlemcen in the ottoman eyalet of algeria",place of death Tlemcen,0
"after defection to vienna in 2011, he served as a consultant for a vienna-based company until his death",place of death Vienna,0
barend biesheuvel died in a hospital in haarlem from cardiovascular disease on 29 april 2001 at the age of 81,place of death Haarlem,0
"dado died at the age of 77 in pontoise near paris on november 27, 2010",place of death Pontoise,0
florence died at hahnemann hospital in philadelphia on 6 april 1927,place of death Philadelphia,0
"he died in beijing on 8 may 2011.li desheng died, sina.com, may 8, 2011",place of death Beijing,0
"at the time of his death he held the honorary presidency of the beijing institute of modernization and the all-china wushu association, and had been a senior advisor to the china society of military science since 1991.international who's who, 2004",place of death Beijing,0
"rather than his own son, ernst's nephew georg, prince of saxe-meiningen, succeeded him as head of the house following his death at schloss altenstein",place of death Altenstein Palace,0
"doré never married and, following the death of his father in 1849, he continued to live with his mother, illustrating books until his death in paris following a short illness",place of death Paris,0
the reforms he instituted enraged the old nobility of chu and he was killed after the death of king dao,place of death Chu,0
a three-day mourning period was declared in dubai upon his death and the united arab emirates flags were flown at half mast funeral prayers were held after maghrib prayers at zabeel mosque,place of death Dubai,0
"tradition says she died at kildare on 1 february 525.our patroness, brigidine sisters",place of death Kildare,0
"friedmann died at the age of 91 in vancouver on june 11, 2017",place of death Vancouver,0
"murphy died in his sleep at henry ford hospital in detroit on july 19, 1949, of a coronary thrombosis at the age of 59",place of death Detroit,0
obando died in managua on 3 june 2018 at the age of 92,place of death Managua,0
"on 4 january 1961, schrödinger died of tuberculosis, aged 73, in vienna",place of death Vienna,0
"after the deaths of bellini and giorgione, and the removal from venice of sebastiano del piombo, lorenzo lotto and previtali, before long palma found himself, after titian, the leading painter in venice, much in demand until his early death at the age of 48 according to vasari; his date of birth is calculated from this.rylands; freedburg, 160-163, 323; steer, 103 his stock has been rising somewhat in recent decades, as more attributions are removed from giorgione and titian and given to him; his ""sheer painterly capacity"" in the handling of paint and colour is extremely fine.freedburg, 160",place of death Venice,0
"on april 12, 1890, randall died of colon cancer in his washington home","place of death Washington, D.C.",0
"on november 12, 1993, after refusing medical treatment in accordance with his christian science beliefs, haldeman died of abdominal cancer at his home in santa barbara, california",place of death Santa Barbara,0
"fiori e cultura nell'arte di mario de' fiori exhibition catalog, roma 2010 mario remained there until 1625, when his uncle died",place of death Rome,0
johann kuhnau had been thomaskantor in leipzig from 1701 until his death on 5 june 1722,place of death Leipzig,0
"in 2014, following a period of depression, at the age of 49, scott died by suicide in her manhattan apartment",place of death Chelsea,0
"he died march 27, 1994, of complications from a broken hip and was buried in frankfort cemetery in frankfort, kentucky",place of death Frankfort,0
"56 wetherby had named combs to the kentucky court of appeals in 1951 to fill a vacancy created by the death of judge roy helm.pearce, p",place of death Frankfort,0
"one of his most popular and enduring works is a spectacular collection of poems centered on the cross, called de laudibus sanctae crucis or in honorem sanctae crucis, a set of highly sophisticated poems that present the cross and, in the last poem, rabanus himself kneeling before it in word and image, even in numbers.a new publication, occasioned by the 1250th anniversary of his death and the display in mainz of the famous vatican manuscript reg",place of death Mainz,0
he died on 16 august 2016 at the age of 100 in rio de janeiro during the 2016 summer olympics which were being held there,place of death Rio de Janeiro,0
bares died on 2 march 2014 in rhineland-palatinate,place of death Rhineland-Palatinate,0
"in an attempt to save his own life, co-conspirator general friedrich fromm, commander-in-chief of the replacement army present in the bendlerblock headquarters of the army, charged other conspirators in an impromptu court martial and condemned the ringleaders of the conspiracy to death",place of death Bendlerblock,0
"thumb|upright|plaque in the bendlerblock ""here died for germany on 20 july 1944...colonel claus graf schenk von stauffenberg...""",place of death Bendlerblock,0
"on march 20, 2020, rogers died from natural causes under hospice care at his home in sandy springs, georgia",place of death Sandy Springs,0
"in 1876 he was the first to describe blastomycosis, a fungal infection that is also known as ""gilchrist disease"", named after thomas casper gilchrist 1862–1927, who published a treatise on the condition in 1896.gilchrist disease @ who named it he died in paris in 1914",place of death Paris,0
"he was born in saint-quentin, the third son of a musician, françois de la tour, a laonnois and the son of a master mason, jean de la tour of laon and saint-quentin who died in 1674",place of death Saint-Quentin,0
"in the year, 928 ce, at the age of forty-six, david ben zakkai, the exilarch of babylonian jewry, petitioned saadia, who was then a rabbi in fayyum, egypt, to take-up residence in babylonia, where he was appointed that same year the gaon of the academy of sura at mata mechasya, a position which he held for 14 years, until his death",place of death Sura,0
"according to a statement made by abraham ibn daud and doubtless derived from saadia's son dosa, saadia himself died in babylonia at sura in 942, at the age of sixty, of ""black gall"" melancholia, repeated illnesses having undermined his health",place of death Sura,0
he remained in london until his death on 6 november 1934,place of death London,0
"on april 9, 1999, maïnassara was ambushed and shot to death by soldiers, reportedly members of the presidential guard, at the airport in the capital city of niamey as he was going to board a helicopter attempting to flee the country",place of death Niamey,0
"he died in paris on 2 march 1755, having almost entirely outlived his own generation and exhausted his family's wealth, though not its notoriety a distant relative, claude henri de rouvroy, comte de saint-simon, born five years after the duke's death, is remembered as an intellectual forerunner of socialism",place of death Paris,0
"manson was originally sentenced to death, but his sentence was commuted to life with the possibility of parole after the california supreme court invalidated the state's death penalty statute in 1972",place of death Bakersfield,0
"he served his life sentence at california state prison, corcoran and died at age 83 in late 2017",place of death Bakersfield,0
category prisoners sentenced to death by california,place of death Bakersfield,0
category prisoners who died in california detention,place of death Bakersfield,0
"frances died three years later on february 3, 2009, at the piedmont health care center in piedmont, alabama",place of death Piedmont,0
"on 12 july 1989, he died in havana after a long illness",place of death Havana,0
"charpentier was appointed maître de musique for the sainte-chapelle in paris in 1698, a royal post he held until his death in 1704.patricia m",place of death Paris,0
he died there on 14 december 1974 and was buried in salem,place of death Salem,0
listing was born in frankfurt and died in göttingen,place of death Göttingen,0
"at his death he was also professor emeritus at the niels bohr institute, university of copenhagen",place of death Copenhagen,0
"myers died of cancer aged 63 in kensington and chelsea, london",place of death London,0
"liang died of anaphylactic shock caused by pneumonia at cathay general hospital in taipei on 27 august 2004, at the age of 84",place of death Taipei,0
"burnyeat 1997, the impiety of socrates mathesis publications; ancient philosophy 17 accessed 23 november 2017 and was subsequently found guilty of both corrupting the minds of the youth of athens and of impiety asebeia,debra nails, a companion to greek and roman political thought chapter 21 – the trial and death of socrates john wiley and sons, 2012 accessed 23 november 2017 ""not believing in the gods of the state"",plato",place of death Athens,0
the wanli emperor died in 1620 and was buried in the dingling mausoleum among the ming tombs on the outskirts of beijing,place of death Beijing,0
"kessler died after suffering a heart attack during an informal basketball game in gulf breeze, florida on october 13, 2007",place of death Gulf Breeze,0
"hawes died in paris, kentucky on may 25, 1877 and was interred in paris cemetery",place of death Paris,0
"after binchy's father died in 1971, she sold the family house and moved to a bedsit in dublin",place of death Dublin,0
gordon was by her side when she died in a dublin hospital,place of death Dublin,0
"on his death in amalienborg palace, copenhagen, in 1947, christian x was interred along other members of the danish royal family in roskilde cathedral near copenhagen",place of death Amalienborg,0
"however, ferdinand iv unexpectedly died of smallpox in vienna on 9 july 1654, and was later succeeded by his brother leopold i as king of the romans",place of death Vienna,0
"when norbert died in magdeburg on 6 june 1134, both the canons at the cathedral and the canons at st",place of death Magdeburg,0
"lombardi died of cancer in milan on 3 march 1992, aged 50",place of death Milan,0
"the queen died from her injuries at the scene of the accident at küssnacht am rigi, near lake lucerne, schwyz, switzerland",place of death Küssnacht,0
"towards the end of her life, she moved to ""crowlink"" in friston, and later to ""the long boat"" at jesson, st mary's bay, new romney, east kent where, probably suffering from lung cancer she ""smoked incessantly"", she died in 1924 and was buried in the churchyard of st mary in the marsh",place of death New Romney,0
"after completing his pilgrimage to mecca, he died in medina in 1871 while visiting the city, and was buried in the jannatul baqi, a historical graveyard in medina where many prominent personalities from islamic history are interred",place of death Medina,0
"in 1931, still labouring for the lord at ibambi at the age of seventy, charles studd died from untreated gallstones, but his vision for china, india and africa was maintained by norman grubb, who took charge of wec",place of death Ibambi,0
he remained at the london school of economics until his sudden death in 1974 of a heart attackdonald a,place of death London,0
leroux was born in paris in 1868 and died in 1927 in nice,place of death Nice,0
"during this time, ho ka-i married his second wife, after his first wife died in pyongyang in 1947 of tuberculosis",place of death Pyongyang,0
"however, after the death of abdullatif khan in 1551, barak khan, who ruled tashkent, took samarkand and established himself as ruler there under the name of newroz ahmed khan",place of death Samarkand,0
"abdullah khan, who was forced to go to war with his own son abdulmumin, prepared a new army, but died before the collision with the kazakh chingized who, taking advantage of the situation, took turkestan, tashkent, samarkand and andijan, but have not been able to take bukhara",place of death Samarkand,0
"he died at woburn on 5 january 1771, and was buried in the 'bedford chapel' at st",place of death Woburn,0
"meredith died from complications of alzheimer's disease and melanoma on september 9, 1997, aged 89, at his malibu home",place of death Malibu,0
"for the first time since the death of alexander the great, egypt and syria were united",place of death Syria,0
"however, ptolemy had been wounded in the battle and he died three days later.i maccabees 11.1-11.19 by late 145, demetrius ii had expelled all ptolemaic troops from syria and reasserted seleucid control by leading his own forces all the way down to the egyptian border.josephus, antiquites of the jews 13.120; astronomical diaries iii.144 obv",place of death Syria,0
"when washington and the french comte de rochambeau took their conjoined armies south for the climactic battle of yorktown in 1781, stirling was appointed commander of the elements of the northern army left behind to guard new york and was sent up the hudson river to albany where he died shortly thereafter in january 1783",place of death Albany,0
"always a heavy drinker, alexander was in poor health, suffering from severe gout and rheumatism, and died in albany on the 15th of january 1783",place of death Albany,0
"the nomen may come from the cornelii lentuli or from sulla felix, as he received the citizenship from sulla.servius, ad aen.x 388 = jacoby 273 t2 he died at laurentum in a fire which consumed his house, and his wife helene is said by the suda to have responded to the news of his loss by hanging herself",place of death Laurentum,0
"he died after a heart attack at his home in tolochenaz in the canton of vaud, switzerland.""nicolai gedda, celebrated opera tenor, dies at 91"" by margalit fox, the new york times, 10 february 2017",place of death Tolochenaz,0
"in his relationship to hutchinson, stanton reclaimed what he thought he had forever lost after the death of mary, ""love of the abiding sort."" stanton and hutchinson moved to washington after their marriage; part of this decision was rooted in stanton's belief that he would see important work with the supreme court","place of death Washington, D.C.",0
"when smith died in 1953, helms returned to raleigh",place of death Raleigh,0
"she died of cancer in boston at the age of 67 on october 27, 2016",place of death Boston,0
"an eye disease put a stop to the practice of his art in 1874;new international encyclopedia he was pensioned in 1877, and died at loschwitz, near dresden",place of death Dresden,0
"68 steibelt died in saint petersburg on september 20, 1823, following a prolonged illness.new york weekly review, volume 13",place of death Saint Petersburg,0
"clark died on november 18, 1930, and is interred at the masonic cemetery in evanston",place of death Evanston,0
"he died of heart failure nineteen hours after the conclusion of that interview, in düsseldorf prison on 28 june 1971",place of death Düsseldorf,0
"from 1960 until his death in 1968, he was the deputy mayor of munich under hans-jochen vogel",place of death Munich,0
"mark zakharov died in moscow on 28 september 2019, 15 days before his 86th birthday",place of death Moscow,0
"although he had retired in 1934, jacob robert emden continued his scientific activities until he died in zürich on 8 october 1940",place of death Zürich,0
"subsequently, he was deprived of his enormous wealth, stripped of the titles, and he and his whole family were banished to beryozovo in siberia, where he died on",place of death Beryozovo,0
mlynář died of lung cancer on 15 april 1997 in vienna,place of death Vienna,0
"stephen william hawking 8 january 1942 – 14 march 2018 was an english theoretical physicist, cosmologist, and author who was director of research at the centre for theoretical cosmology at the university of cambridge at the time of his death",place of death Cambridge,0
"vũ văn mẫu moved to paris in 1988, where he died on 20 august 1998, at age 84",place of death Paris,0
sergius iv died 12 may 1012 was the bishop of rome and nominal ruler of the papal states from 31 july 1009 to his death,place of death Rome,0
"following a lengthy period of ill-health, märtha died of cancer at the national hospital in oslo in 5 april 1954",place of death Oslo,0
"she gave birth to her son, dimitri, lapsed into a fatal coma, and she died six days later in the romanovs' estate ilyinskoe near moscow",place of death Moscow,0
"klara, like all the students of vgik, toured with concerts on the moscow oblast and once she was very cold and almost died of croupous inflammation of the lungs",place of death Moscow,0
she died at the age of 74 on 18 september 2004 in moscow from breast cancer,place of death Moscow,0
"on saturday, july 28, 1934, dressler died of cancer, aged 65, in santa barbara, california",place of death Santa Barbara,0
"cover jones died in santa barbara, california on july 22, 1987",place of death Santa Barbara,0
"the baghdad mob ransacked his opponents' houses, and ibn bulbul was dismissed and thrown in prison, where he died from maltreatment after a few months",place of death Baghdad,0
he died at the las encinas sanitarium in pasadena in 1938,place of death Pasadena,0
d'indy taught there and later at the paris conservatoire until his death,place of death Paris,0
"on february 10, 2014, he died at a hospital in tokyo",place of death Tokyo,0
"he had moved to little windlesham house in crowborough with jean leckie, his second wife, and resided there with his family from 1907 until his death in july 1930.arthur conan doyle",place of death Crowborough,0
"his later years were marked by poor health, and he died in west nyack in 1914",place of death Nyack,0
"chung died aged 90 on 23 june 2008 at his home at bel air springs, georgetown",place of death Georgetown,0
"acconci died on april 28, 2017 in manhattan at age 77",place of death Manhattan,0
"arrigoni worked with the pro-palestinian international solidarity movement ism in the gaza strip, from 2008 until his death",place of death Gaza Strip,0
"in spite of the fact that hamas identified the perpetrators with a palestinian group affiliated with al qaeda, hamas spokesman fawzi barhoum said he suspected israel might be responsible since the death appeared to be timed to deter foreign activists from joining a flotilla due to sail to gaza in may to break israel's naval blockade of the area.kalman, matthew",place of death Gaza Strip,0
"after the death of his brother in 1132, msitslav i the great, yaropolk received the crown of kiev",place of death Kiev,0
"thomas was the eldest son of thomas howard, 2nd duke of norfolk 1443–1524 by his first wife, elizabeth tilney died 1497, the daughter of sir frederick tilney and widow of sir humphrey bourchier",place of death Kenninghall,0
the duke died at kenninghall on 25 august 1554 and was buried at st,place of death Kenninghall,0
he was subsequently pensioned by napoleon and died at thoré-la-rochette during the first empire,place of death Thoré-la-Rochette,0
"oglethorpe died at cranham in 1785, and was buried at the centre of all saints' parish church, which immediately adjoins cranham hall rebuilt c",place of death Cranham,0
"butenandt died in munich in 1995, at the age of 91",place of death Munich,0
"leszczyński died in 1766, aged 88 as a result of serious burns – his silk attire caught fire from a spark while the king was snoozing near the fireplace in his palace in lunéville",place of death Lunéville,0
"three days after his stroke and following unsuccessful treatment, he died in beijing at 12 00 on october 27",place of death Beijing,0
"unfortunately, upon returning to greece, holmes became very sick and died in a hospital on corfu on 14 june 1981, aged 67.〈曾任本港民政司，何禮文爵士逝世〉，《華僑日報》第三張第二頁，1981年6月16日。",place of death Corfu,0
"after suffering from a stroke in december 1933, he died in berlin on 21 march 1934, two days before his 56th birthday",place of death Berlin,0
"miller died on the evening of february 10, 2005 the 56th anniversary of the broadway debut of death of a salesman at age 89 of bladder cancer and heart failure, at his home in roxbury, connecticut",place of death Roxbury,0
calderhead died five years after leaving chelsea in london at the age of 73,place of death London,0
"he died in paris on september 27, 1944, a month after the liberation of paris",place of death Paris,0
"lobsang pelden tenpe dronme , born 1890 in datong, qinghai - died march 4, 1957 in taipei, taiwan was a clergyman of the gelug school of tibetan buddhism and the 7th changkya khutukhtu",place of death Taiwan,0
hrawi died of cancer at the american university hospital in beirut on 7 july 2006,place of death Beirut,0
"she died at her home in ""little venice"" north london in 1986 at the age of 96, after many years of increasing infirmity",place of death London,0
"he died at princeton medical center in princeton, new jersey from pneumonia",place of death Princeton,0
"his wife died at age 97 on january 22, 2008, in her alexandria home",place of death Alexandria,0
pope benedict i ; died 30 july 579 was the bishop of rome from 2 june 575 to his death,place of death Rome,0
"after rampal died in paris of heart failure in may 2000 at age 78, french president jacques chirac led the tributes, saying ""his flute spoke to the heart",place of death Paris,0
he was crown prince beginning by his father's conquest of riyadh on 15 january 1902 up to his own early death in 1919,place of death Riyadh,0
princess hes'sa died in riyadh at the age of 91 on 19 august 2007 and was buried in al oud cemetery,place of death Riyadh,0
turki al awwal died in riyadh during the flu pandemic that killed his mother and many others in the region in 1919,place of death Riyadh,0
she died in paris on 24 january 1806 without issue,place of death Paris,0
"debreu died in paris at the age of 83 of natural causes on new year's eve, 2004",place of death Paris,0
he was a film critic for the chicago sun-times from 1967 until his death in 2013,place of death Chicago,0
"he needed a job to support himself while he worked on his doctorate and so applied to the chicago daily news, hoping that, as he had already sold freelance pieces to the daily news, including an article on the death of writer brendan behan, he would be hired by editor herman kogan",place of death Chicago,0
"even as he used tv and later the internet to share his reviews, ebert continued to write for the chicago sun-times until he died in 2013",place of death Chicago,0
"10 on 14 september, five days after the last edinburgh performance, busch died suddenly of a heart attack in london at the age of 61",place of death London,0
pope stephen vi ; died august 897 was the bishop of rome and ruler of the papal states from 22 may 896 to his death,place of death Rome,0
"though the instigators of the deed may actually have been formosus' spoletan enemies, notably guy iv of spoleto, who had recovered their authority in rome at the beginning of 897 by renouncing their broader claims in central italy, the scandal ended in stephen's imprisonment and his death by strangling that summer.o'malley, john w., a history of the popes, new york, sheed and ward, 2010",place of death Rome,0
"upon hearing that she had become ill he delayed his departure from rome and by the time he arrived in bologna, she had already died from pneumonia",place of death Rome,0
she lived in calvià in majorca until her death from cancer in 2015,place of death Majorca,0
"cynthia lived with her husband, noel, on the island of majorca in spain until his death on 11 march 2013",place of death Majorca,0
"marwan died under mysterious circumstances in june 2007, falling from the balcony of his expensive london house",place of death London,0
"marwan died on 27 june 2007 outside his flat in carlton house terrace, london",place of death London,0
solvay died at ixelles at the age of 84 and is buried in the ixelles cemetery,place of death Ixelles,0
most of the surviving athenian soldiers were kept in the stone quarries near syracuse as there was no other room for them where many died slowly of disease and starvation,place of death Syracuse,0
"rothschild worked as a partner in the london branch of the family bank, n m rothschild and sons, and became head of the bank after his father's death in 1879",place of death London,0
zápotocký stayed in office until his death in prague in 1957,place of death Prague,0
these health issues led to her death on the morning of 8 july 1937 in yokohama,place of death Yokohama,0
"robert todd lincoln died in his sleep at hildene, his vermont home, on july 26, 1926, a week before his 83rd birthday",place of death Manchester,0
"vinson died september 8, 1953, of a heart attack at his washington home","place of death Washington, D.C.",0
"seeckt died in berlin on 27 december 1936, and was buried at invalidenfriedhof",place of death Berlin,0
"prince oskar, whose health declined during the final years of his life, died of stomach cancer in a clinic in munich on 27 january 1958, on what would have been his father's 99th birthday.von woche zu woche",place of death Munich,0
"in the early hours of 17 april 2014, karpal died in a car crash on the north–south expressway e1 near gua tempurung, perak",place of death Perak,0
"after lalande's death in 1807, burckhardt became director of the observatory at the école militaire.see pp.571-2 in allgemeine deutsche biographie, band 3, leipzig 1876; also p.343 in encyclopedie des gens du monde, tome 4, part 1, paris 1834",place of death Paris,0
"grimm died in berlin at the age of 78, working until the very end of his life",place of death Berlin,0
"jacob grimm died on 20 september 1863, in berlin, germany from disease",place of death Berlin,0
"when the university of chicago opened its doors in 1892, moore was the first head of its mathematics department, a position he retained until his death in 1932",place of death Chicago,0
"his health gradually deteriorated and he died of heart failure after eight months, on 5 september 1902, in berlin",place of death Berlin,0
"from 1939 until his death in 1940, fitzgerald mocked himself as a hollywood hack through the character of pat hobby in a sequence of 17 short stories, later collected as ""the pat hobby stories"", which garnered many positive reviews",place of death Hollywood,0
"27978, page 8967 21 december 1906 he died in london of heart failure in 1915.diana preston, page 333, ""a brief history of the boxer rebellion"", he is buried with his wife in brookwood cemetery",place of death London,0
he achieved five confirmed aerial victories until his death in combat during the battle of nanking,place of death Nanjing,0
"after a life of uninterrupted good health he died at the house of the countess of guildford on putney hill, at the age of 84, and was buried in the crypt of st paul's cathedral",place of death Putney,0
"following the death of dudjom rinpoche in 1987, he became the head of the nyingma school, and remained so until his death in bhutan on 28 september 1991",place of death Bhutan,0
"however, twentieth-century archaeological excavations of the necropolis of the cathedral of holy wisdom in the novgorod kremlin suggest that the prince was actually buried there and his grave has been misidentified since at least 1616 as that of prince fedor yaroslavich died 1233.yanin, nekropol' novgorodskogo sofiiskogo sobora tserkovnaia traditsiia i istoricheskaia kritika moscow nauka, 1988, 89-113; idem, ""posmertnaia sudba dmitriia shemiaki"", 337-346",place of death Veliky Novgorod,0
"and later to the castle of salerno by the sea, where he died on 25 may 1085",place of death Salerno,0
"alia died on 7 october 2011 in tirana due to lung disease, aged 85.albania's last communist leader ramiz alia dies, cnbc, 7 october 2011",place of death Tirana,0
"ramiz alia died on 7 october 2011 in tirana from lung disease, shortly before his 87th birthday, according to a spokesman for president bamir topi",place of death Tirana,0
"lubbers died in rotterdam on 14 february 2018, at the age of 78, of natural causes",place of death Rotterdam,0
pope john viii ; died 16 december 882 was the bishop of rome and ruler of the papal states from 14 december 872 to his death,place of death Rome,0
pope conon died 21 september 687 was the bishop of rome from 21 october 686 to his death,place of death Rome,0
at princeton he started the russian studies program and held the position of professor of politics emeritus and ibm professor of international studies emeritus until he died,place of death Princeton,0
many expressed their gratitude at a 1988 princeton conference and banquet in his honor on the occasion of his seventieth birthday and at a 2010 princeton chapel service of remembrance and celebration after his death at age 92,place of death Princeton,0
"he died in rome in his 77th year and was buried in the church of santa maria sopra minerva, near his papal patron.catholic encyclopedia",place of death Rome,0
"barber died on february 18, 1917, and was buried 3 days later with martha and infant daughter anna may in mount peace cemetery in philadelphia",place of death Philadelphia,0
"she had been vacationing in london at the time, but fell as she was getting into a taxi, and died a few days later in a london hospital",place of death London,0
"on those grounds, the seoul metropolitan police agency smpa stated that there was no evidence that his death might be murder and that they would close their investigation",place of death Seoul,0
"king casimir iv died on 7 june 1492 in the old grodno castle in the grand duchy of lithuania, which was in a personal union with poland",place of death Grodno,0
blériot remained active in the aviation business until his death on 1 august 1936 in paris due to a heart attack,place of death Paris,0
"washington remained principal of tuskegee until his death in 1915, at the age of 59",place of death Tuskegee,0
"upon receiving news of the kangxi emperor's death on december 20, 1722, zanabazar immediately journeyed to beijing to conduct buddhist rites at beijing's yellow monastery huang si 黃寺",place of death Beijing,0
"zanabazar died himself poisoned, some believe, by the new emperor in beijing only six weeks later, on february 18, 1723",place of death Beijing,0
deledda died in rome at the age of 64 of breast cancer,place of death Rome,0
"on may 4, 1987, at age 44, paul butterfield died at his apartment in the north hollywood district of los angeles",place of death Hollywood,0
"mei died of colon cancer at beijing tumour hospital in september 28, 2005",place of death Beijing,0
"he died at st mary bourne, andover in hampshire on 30 march 1944",place of death Andover,0
"asahina was born in tokyo as an illegitimate child of kaichi watanabe.中丸美繪 オーケストラ、それは我なりin japanese bungeishunjū pp.35-49, 2008 he founded the kansai symphonic orchestra today the osaka philharmonic orchestra in 1947 and remained its chief conductor until his death in kobe",place of death Kōbe,0
"cnut died at shaftesbury in dorset and was buried in the old minster, winchester",place of death Shaftesbury,0
"paul éluard died from a heart attack on 18 november 1952 at his home, 52 avenue de gravelle in charenton-le-pont",place of death Charenton-le-Pont,0
